author_handle,content,published_at,like_count,reply_count,parent_id,is_reply
@챰차-s6s,"<a href=""https://www.youtube.com/watch?v=oYCMSk3U6C4&amp;t=803"">13:23</a>",2025-07-05T08:45:12Z,0,0.0,,False
@최기훈-e6i,"저기 안 나온 각막 받은 사람은 유아인 입니다, 그리고 초능력은 전자 조종합니다  발동 조건은 핑거 스냅 하거나 발로 소리내면 됩니다",2025-06-18T23:54:54Z,0,0.0,,False
@올인두환-ALLin2R,다 필요없다 약선,2025-07-04T01:16:12Z,0,0.0,,False
@중국이만든우한폐렴,언제쯤 그래픽 티좀안날까  미국따라갈려면멀었다.,2025-06-04T15:26:23Z,0,0.0,,False
@hobbysakuga,믿거 라미란,2025-12-30T12:58:37Z,0,0.0,,False
@Zam_bo,아인짱은 다 편집됐네;;; 그래도 비중 나름 있는 캐인데;;;<br>이병헌도 연기로 보답하니까 유아인도 연기로 보답하면 되지 않나???,2025-10-22T13:37:38Z,1,0.0,,False
@꼬냑이체질,개꿀잼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2025-07-13T16:23:41Z,0,0.0,,False
@hankyounghwa5451,영화잼났었는데ㅎ,2025-12-10T13:18:25Z,0,0.0,,False
@minermusic3377,기증자는 왜 죽은거지? 저런 능력이 있는데?,2025-05-31T05:51:07Z,0,0.0,,False
@TV-un9qq,올해 최고의 영화였다. 마블보다 미션임파스블보다. 유아인 영화에서 3할은 함.,2025-06-05T09:56:16Z,0,0.0,,False
@그려려니-n8m,보고싶다,2025-05-30T10:50:49Z,0,0.0,,False
@우덜은모른당께,이치고가 있었네,2025-05-31T08:17:47Z,0,0.0,,False
@jjanggh,오 잼있겠네,2025-05-30T10:13:11Z,0,0.0,,False
@Jerhemice,핑크맨인줄,2025-12-23T08:13:10Z,0,0.0,,False
@user-qk9cn2ln7w,도봉순 을 보는거 같은 데,2025-06-01T10:44:48Z,0,0.0,,False
@이영곤-h6l,이 영화 재미있는데 재미없음. 재미없는데 재미있음.,2025-06-07T23:05:07Z,1,0.0,,False
@DinoraUmaña,English or Spanish thank you,2025-06-18T20:50:41Z,0,0.0,,False
@coclel76,하..보지마샘 어제보고옴,2025-06-02T05:40:36Z,1,0.0,,False
@권도희-l3j,블루투스맨 어디감?,2025-08-01T13:19:23Z,0,0.0,,False
@간지중년,진영제대했네,2025-06-01T12:25:48Z,1,0.0,,False
@lalapo-x9,Nonton di mana ini,2025-07-17T09:44:23Z,0,0.0,,False
@로즈마리-j9o,마약 처벌이 가볍다는 느낌이네.<br>공중파에 너무 쉽게 복귀하네.<br>저래 처벌 해가 무슨 마약 단속하겠다는 거야.,2025-09-27T10:13:41Z,1,1.0,,False
@jaybin7,"마약 전에 찍은 영화인데, 너무 주연급이라 홍보에서만 빠지고 영화에는 나옴",2025-10-05T13:32:51Z,0,,UgznMYI1FF5PD_rQAMR4AaABAg,True
@pirate_king-p2c,"<a href=""https://www.youtube.com/watch?v=oYCMSk3U6C4&amp;t=312"">5:12</a>",2025-05-31T11:25:59Z,0,0.0,,False
@skdnnxsq,리코더 훈련 존나 어이없네 ㅋㅋㅋ,2025-06-03T15:18:48Z,0,0.0,,False
@bina-dh7vl,대놓고 B급좋아요 ㅋㅋㅋ,2025-06-27T16:32:44Z,0,0.0,,False
@skdiend-z2z,이거 진짜재밌음,2025-06-09T08:52:35Z,2,0.0,,False
@aruku4918,まじで日本でも上映してほしい,2025-06-04T03:21:19Z,0,0.0,,False
@파파스머프-s2n,유아인 나오나요? 아님 통편집 되서  4명이서만 나오나요??,2025-05-31T12:51:04Z,1,3.0,,False
@임홍홍,영화에서 비중 ㅈㄴ 높아요<br>잼슴 보셈 ㅋㅋ,2025-05-31T13:32:38Z,1,,Ugx0OqLGT7xHPYYFVRF4AaABAg,True
@파파스머프-s2n,"@임홍홍 넵 ,,  내일 보려구요 ㅋㅋㅋ ^^",2025-05-31T16:03:33Z,1,,Ugx0OqLGT7xHPYYFVRF4AaABAg,True
@임홍홍,​@파파스머프-s2n 뇌 비우고 보기에 딱 좋은 영화 <br>신파 같은거 없어서 전 좋았어요,2025-05-31T16:28:41Z,0,,Ugx0OqLGT7xHPYYFVRF4AaABAg,True
@26시즌우승한화,나 이거 봤는데 쿵프 허슬 한국액션으로 보는거 같았음<br>이게 b급 영화 치고 퀄리티도 괜찬고<br>영화개봉 타이밍도 괜찬앗음,2025-06-15T01:10:06Z,0,0.0,,False
@TaekiKang,"이 영상과 댓글에 속은 것이 원망스러워 지금도 이곳을 찾아옵니다. 당신이 누구든, 언제 이곳을 오든 절대로 이 영화를 보지 마십쇼.<br>이것은 피같은 제 시간과 돈으로 쓰여진 안전수칙입니다.",2025-09-09T17:11:54Z,1,0.0,,False
